id_venda,data,ano,mes,produto,categoria,regiao,canal_venda,tipo_cliente,vendedor,quantidade,preco_unitario,desconto_pct,receita_liquida,custo_total,lucro,status
2074,2024-01-19,2024,1,Monitor 27,Eletrônicos,Sul,Representante,Pessoa Jurídica,Bruno,8,1209.62,0.0,9677.0,8681.4,995.6,Concluída
2075,2024-01-10,2024,1,Cadeira Ergonômica,Móveis,Sudeste,Loja Física,Pessoa Jurídica,Henrique,6,867.31,0.0,5203.83,4299.49,904.35,Concluída
2076,2024-11-26,2024,11,Webcam Full HD,Acessórios,Sudeste,Loja Física,Pessoa Física,Henrique,3,274.94,0.08,758.85,497.82,261.03,Concluída
2077,2025-04-28,2025,4,Monitor 27,Eletrônicos,Nordeste,Representante,Pessoa Jurídica,Gabriela,8,1418.45,0.0,11347.57,8607.84,2739.73,Concluída
2078,2025-11-07,2025,11,Headset Gamer,Acessórios,Norte,E-commerce,Pessoa Física,Ana,1,424.08,0.1,381.68,275.6,106.08,Concluída
2079,2025-05-02,2025,5,Tablet 10,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Carla,1,1781.83,0.05,1692.74,1232.36,460.38,Concluída
2080,2025-04-23,2025,4,Mesa Office,Móveis,Norte,E-commerce,Pessoa Física,Henrique,1,755.89,0.03,733.21,582.61,150.6,Concluída
2081,2024-02-05,2024,2,Smartphone X,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Gabriela,1,2713.01,0.03,2631.62,2109.63,521.99,Concluída
2082,2025-09-01,2025,9,Mesa Office,Móveis,Sul,E-commerce,Pessoa Física,Ana,1,774.74,0.1,697.27,614.06,83.2,Concluída
2083,2024-12-15,2024,12,Smartphone X,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Eduarda,4,2770.45,0.03,10749.33,8469.38,2279.95,Concluída
2084,2024-05-12,2024,5,Tablet 10,Eletrônicos,Nordeste,E-commerce,Pessoa Física,Felipe,1,1617.63,0.03,1569.1,1311.84,257.26,Concluída
2085,2024-12-29,2024,12,Notebook Pro 14,Eletrônicos,Norte,Inside Sales,Pessoa Física,Diego,1,3885.72,0.08,3574.87,3442.72,132.14,Concluída
2086,2024-10-23,2024,10,Tablet 10,Eletrônicos,Nordeste,E-commerce,Pessoa Jurídica,Felipe,5,1698.28,0.1,7642.24,6356.84,1285.4,Concluída
2087,2025-02-18,2025,2,Impressora Laser,Escritório,Norte,Loja Física,Pessoa Física,Bruno,3,1159.62,0.03,3374.49,2672.79,701.71,Concluída
2088,2024-06-15,2024,6,Cadeira Ergonômica,Móveis,Nordeste,Marketplace,Pessoa Física,Diego,4,973.94,0.0,3895.75,2790.95,1104.79,Concluída
2089,2025-01-01,2025,1,Mesa Office,Móveis,Sul,Loja Física,Pessoa Jurídica,Felipe,10,749.43,0.03,7269.44,6102.21,1167.23,Concluída
2090,2024-09-30,2024,9,Tablet 10,Eletrônicos,Nordeste,Loja Física,Pessoa Física,Gabriela,4,1650.93,0.03,6405.62,4954.85,1450.76,Concluída
2091,2025-07-04,2025,7,Monitor 27,Eletrônicos,Sul,E-commerce,Pessoa Física,Ana,2,1448.46,0.03,2810.02,2107.53,702.49,Concluída
2092,2025-07-16,2025,7,Notebook Pro 14,Eletrônicos,Centro-Oeste,E-commerce,Pessoa Jurídica,Carla,5,4694.94,0.08,21596.74,16435.3,5161.44,Concluída
2093,2025-09-08,2025,9,Impressora Laser,Escritório,Sudeste,Loja Física,Pessoa Física,Henrique,1,1115.71,0.05,1059.92,895.03,164.89,Concluída
2094,2024-03-17,2024,3,Mesa Office,Móveis,Sul,Loja Física,Pessoa Física,Carla,1,727.0,0.05,690.65,593.62,97.03,Concluída
2095,2025-06-16,2025,6,Smartphone X,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Henrique,6,3003.36,0.0,18020.16,12701.1,5319.06,Concluída
2096,2024-06-06,2024,6,Headset Gamer,Acessórios,Sul,Marketplace,Pessoa Física,Diego,1,379.33,0.1,0.0,281.42,0.0,Devolvida
2097,2024-12-14,2024,12,Headset Gamer,Acessórios,Sudeste,Loja Física,Pessoa Física,Eduarda,1,438.96,0.0,438.96,287.33,151.62,Concluída
2098,2024-01-30,2024,1,Notebook Pro 14,Eletrônicos,Sudeste,Inside Sales,Pessoa Jurídica,Diego,6,4036.22,0.05,23006.45,21412.94,1593.51,Concluída
2099,2024-06-08,2024,6,Impressora Laser,Escritório,Nordeste,E-commerce,Pessoa Física,Gabriela,1,1009.41,0.1,908.47,873.22,35.25,Concluída
2100,2024-10-16,2024,10,Cadeira Ergonômica,Móveis,Sul,Marketplace,Pessoa Física,Diego,1,986.48,0.08,907.57,725.68,181.88,Concluída
2101,2024-11-24,2024,11,Smartphone X,Eletrônicos,Centro-Oeste,Loja Física,Pessoa Jurídica,Henrique,10,2604.44,0.03,25263.05,20872.14,4390.9,Concluída
2102,2025-11-03,2025,11,Mesa Office,Móveis,Sudeste,Loja Física,Pessoa Jurídica,Henrique,6,724.58,0.1,3912.74,3585.83,326.91,Concluída
2103,2025-02-27,2025,2,Smartphone X,Eletrônicos,Nordeste,Marketplace,Pessoa Física,Henrique,4,2611.04,0.08,9608.61,8854.93,753.68,Concluída
2104,2024-08-30,2024,8,Mesa Office,Móveis,Sudeste,Loja Física,Pessoa Física,Felipe,1,854.44,0.03,828.8,614.96,213.84,Concluída
2105,2024-02-19,2024,2,Smartphone X,Eletrônicos,Nordeste,E-commerce,Pessoa Física,Henrique,3,3010.71,0.0,9032.12,6878.91,2153.21,Concluída
2106,2025-06-24,2025,6,HD Externo 1TB,Acessórios,Sudeste,Marketplace,Pessoa Jurídica,Ana,2,401.74,0.0,803.49,593.76,209.72,Concluída
2107,2025-11-06,2025,11,Smartphone X,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Gabriela,1,2978.49,0.03,2889.14,2293.13,596.0,Concluída
2108,2024-02-08,2024,2,Cadeira Ergonômica,Móveis,Sul,Loja Física,Pessoa Jurídica,Ana,5,1024.53,0.0,5122.67,3715.98,1406.7,Concluída
2109,2025-01-15,2025,1,Impressora Laser,Escritório,Nordeste,Marketplace,Pessoa Jurídica,Ana,2,1054.77,0.1,0.0,1785.31,0.0,Cancelada
2110,2024-03-10,2024,3,Smartphone X,Eletrônicos,Centro-Oeste,Marketplace,Pessoa Jurídica,Eduarda,1,2727.19,0.03,2645.37,2221.28,424.09,Concluída
2111,2025-06-12,2025,6,Impressora Laser,Escritório,Sul,E-commerce,Pessoa Física,Diego,3,1067.44,0.0,3202.32,2695.6,506.72,Concluída
2112,2025-09-03,2025,9,Tablet 10,Eletrônicos,Centro-Oeste,Loja Física,Pessoa Física,Henrique,1,1767.82,0.0,1767.82,1309.86,457.96,Concluída
2113,2025-10-08,2025,10,Headset Gamer,Acessórios,Sul,Loja Física,Pessoa Jurídica,Felipe,4,412.96,0.08,1519.69,1145.2,374.49,Concluída
2114,2024-10-19,2024,10,Notebook Pro 14,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Diego,4,4423.26,0.0,17693.06,13142.77,4550.29,Concluída
2115,2024-08-10,2024,8,Mesa Office,Móveis,Sudeste,Representante,Pessoa Física,Felipe,2,800.06,0.15,1360.1,1211.94,148.16,Concluída
2116,2024-04-08,2024,4,Impressora Laser,Escritório,Sudeste,E-commerce,Pessoa Física,Henrique,3,1133.37,0.0,3400.11,2686.39,713.72,Concluída
2117,2025-10-18,2025,10,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Jurídica,Felipe,5,466.96,0.05,2218.07,1409.02,809.05,Concluída
2118,2024-05-31,2024,5,HD Externo 1TB,Acessórios,Sudeste,Inside Sales,Pessoa Jurídica,Henrique,3,386.72,0.05,1102.16,867.62,234.54,Concluída
2119,2025-01-09,2025,1,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Bruno,1,2572.21,0.03,2495.04,2258.89,236.15,Concluída
2120,2025-12-12,2025,12,Tablet 10,Eletrônicos,Sul,Inside Sales,Pessoa Física,Diego,2,1490.39,0.0,2980.78,2545.16,435.62,Concluída
2121,2024-09-25,2024,9,Notebook Pro 14,Eletrônicos,Sul,Loja Física,Pessoa Jurídica,Felipe,6,4474.43,0.0,26846.57,21594.4,5252.17,Concluída
2122,2025-05-15,2025,5,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Física,Eduarda,2,435.02,0.0,870.03,564.0,306.03,Concluída
2123,2024-01-04,2024,1,Impressora Laser,Escritório,Sudeste,Loja Física,Pessoa Jurídica,Felipe,10,1135.37,0.05,10786.04,8918.5,1867.54,Concluída
2124,2025-05-19,2025,5,HD Externo 1TB,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Bruno,4,414.67,0.15,1409.87,1220.91,188.96,Concluída
2125,2024-05-21,2024,5,Notebook Pro 14,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Carla,2,4199.26,0.1,7558.68,6645.48,913.19,Concluída
2126,2024-03-02,2024,3,Mesa Office,Móveis,Sudeste,Representante,Pessoa Jurídica,Carla,1,724.3,0.0,724.3,611.48,112.82,Concluída
2127,2025-09-03,2025,9,HD Externo 1TB,Acessórios,Nordeste,Representante,Pessoa Física,Gabriela,1,468.7,0.0,468.7,299.04,169.65,Concluída
2128,2024-01-17,2024,1,Smartphone X,Eletrônicos,Nordeste,E-commerce,Pessoa Jurídica,Eduarda,3,3135.6,0.03,9124.6,6322.27,2802.33,Concluída
2129,2025-08-28,2025,8,Webcam Full HD,Acessórios,Sul,E-commerce,Pessoa Física,Diego,4,251.93,0.1,906.94,627.32,279.62,Concluída
2130,2024-05-21,2024,5,Teclado Mecânico,Acessórios,Sul,Inside Sales,Pessoa Física,Bruno,1,386.9,0.0,386.9,235.32,151.58,Concluída
2131,2025-03-18,2025,3,Cadeira Ergonômica,Móveis,Sudeste,Marketplace,Pessoa Jurídica,Diego,10,959.19,0.05,9112.29,7007.35,2104.94,Concluída
2132,2024-07-17,2024,7,Mesa Office,Móveis,Centro-Oeste,Loja Física,Pessoa Física,Diego,1,744.03,0.08,684.51,575.91,108.6,Concluída
2133,2025-12-05,2025,12,HD Externo 1TB,Acessórios,Norte,Loja Física,Pessoa Jurídica,Felipe,5,464.33,0.08,2135.93,1491.15,644.78,Concluída
2134,2025-12-24,2025,12,Smartphone X,Eletrônicos,Sul,Representante,Pessoa Jurídica,Gabriela,6,2921.79,0.03,17004.82,12645.32,4359.5,Concluída
2135,2025-04-20,2025,4,Notebook Pro 14,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Bruno,1,4322.68,0.05,4106.55,3518.47,588.08,Concluída
2136,2025-11-13,2025,11,Mesa Office,Móveis,Centro-Oeste,Loja Física,Pessoa Jurídica,Henrique,6,733.97,0.05,4183.63,3664.33,519.31,Concluída
2137,2024-12-22,2024,12,Tablet 10,Eletrônicos,Sul,Loja Física,Pessoa Física,Carla,2,1699.75,0.1,3059.55,2447.01,612.54,Concluída
2138,2025-04-04,2025,4,Mesa Office,Móveis,Sudeste,E-commerce,Pessoa Física,Ana,1,812.29,0.0,812.29,608.57,203.72,Concluída
2139,2025-10-24,2025,10,Impressora Laser,Escritório,Norte,E-commerce,Pessoa Jurídica,Ana,2,1136.3,0.03,2204.43,1785.66,418.77,Concluída
2140,2024-06-24,2024,6,Impressora Laser,Escritório,Sul,Inside Sales,Pessoa Física,Gabriela,1,1157.8,0.0,1157.8,867.64,290.16,Concluída
2141,2025-08-10,2025,8,Webcam Full HD,Acessórios,Nordeste,Loja Física,Pessoa Física,Henrique,4,275.55,0.1,991.99,632.15,359.84,Concluída
2142,2025-03-05,2025,3,Impressora Laser,Escritório,Sudeste,E-commerce,Pessoa Jurídica,Carla,6,1115.3,0.05,6357.24,5220.08,1137.16,Concluída
2143,2024-02-15,2024,2,HD Externo 1TB,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Carla,4,400.76,0.03,1554.97,1133.88,421.09,Concluída
2144,2025-07-29,2025,7,HD Externo 1TB,Acessórios,Sudeste,Inside Sales,Pessoa Jurídica,Carla,6,435.63,0.08,2404.69,1809.72,594.97,Concluída
2145,2025-11-09,2025,11,Smartphone X,Eletrônicos,Sul,Inside Sales,Pessoa Física,Gabriela,1,2595.61,0.03,0.0,2208.29,0.0,Devolvida
2146,2025-02-22,2025,2,Tablet 10,Eletrônicos,Nordeste,Representante,Pessoa Jurídica,Felipe,3,1672.58,0.0,5017.74,3940.9,1076.84,Concluída
2147,2025-05-01,2025,5,Impressora Laser,Escritório,Norte,Marketplace,Pessoa Jurídica,Gabriela,2,1164.64,0.05,2212.82,1667.01,545.81,Concluída
2148,2025-05-21,2025,5,Cadeira Ergonômica,Móveis,Norte,Loja Física,Pessoa Física,Diego,2,1047.75,0.0,2095.5,1353.75,741.75,Concluída
2149,2024-01-22,2024,1,Mouse Sem Fio,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Gabriela,3,172.27,0.08,475.47,319.46,156.01,Concluída
2150,2024-12-13,2024,12,Headset Gamer,Acessórios,Centro-Oeste,Loja Física,Pessoa Física,Eduarda,1,453.46,0.15,385.44,284.48,100.96,Concluída
2151,2024-11-09,2024,11,Mesa Office,Móveis,Sul,E-commerce,Pessoa Jurídica,Carla,12,736.68,0.0,8840.1,7101.22,1738.88,Concluída
2152,2025-04-21,2025,4,Monitor 27,Eletrônicos,Norte,Marketplace,Pessoa Jurídica,Gabriela,6,1172.92,0.0,7037.51,5947.11,1090.4,Concluída
2153,2024-11-13,2024,11,Webcam Full HD,Acessórios,Sudeste,Representante,Pessoa Jurídica,Eduarda,5,287.09,0.03,1392.39,837.36,555.04,Concluída
2154,2025-07-19,2025,7,HD Externo 1TB,Acessórios,Nordeste,E-commerce,Pessoa Física,Felipe,1,439.25,0.15,373.36,280.05,93.31,Concluída
2155,2024-03-07,2024,3,HD Externo 1TB,Acessórios,Sudeste,Marketplace,Pessoa Física,Diego,1,383.41,0.15,325.9,297.31,28.59,Concluída
2156,2024-10-20,2024,10,Teclado Mecânico,Acessórios,Sudeste,Marketplace,Pessoa Física,Diego,3,360.47,0.08,994.9,650.52,344.38,Concluída
2157,2024-12-20,2024,12,Webcam Full HD,Acessórios,Nordeste,Marketplace,Pessoa Jurídica,Eduarda,3,274.08,0.08,756.46,488.19,268.27,Concluída
2158,2024-03-08,2024,3,Tablet 10,Eletrônicos,Nordeste,Loja Física,Pessoa Jurídica,Felipe,3,1744.79,0.0,5234.38,3963.94,1270.43,Concluída
2159,2024-11-08,2024,11,Tablet 10,Eletrônicos,Sul,Marketplace,Pessoa Jurídica,Carla,5,1490.74,0.1,6708.35,6713.03,-4.68,Concluída
2160,2024-03-06,2024,3,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Física,Carla,1,421.45,0.0,421.45,281.66,139.79,Concluída
2161,2024-11-27,2024,11,Impressora Laser,Escritório,Norte,E-commerce,Pessoa Jurídica,Felipe,3,1092.2,0.0,0.0,2689.96,0.0,Devolvida
2162,2024-05-31,2024,5,HD Externo 1TB,Acessórios,Sudeste,Loja Física,Pessoa Física,Bruno,1,431.06,0.1,387.96,305.23,82.72,Concluída
2163,2025-09-03,2025,9,Headset Gamer,Acessórios,Sudeste,Loja Física,Pessoa Física,Henrique,1,466.14,0.0,466.14,284.0,182.14,Concluída
2164,2025-10-15,2025,10,Webcam Full HD,Acessórios,Centro-Oeste,E-commerce,Pessoa Física,Gabriela,1,237.8,0.03,230.67,158.18,72.48,Concluída
2165,2024-10-07,2024,10,Tablet 10,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Eduarda,2,1445.66,0.0,2891.32,2494.72,396.6,Concluída
2166,2024-06-22,2024,6,Cadeira Ergonômica,Móveis,Nordeste,E-commerce,Pessoa Jurídica,Ana,8,1017.16,0.05,7730.43,5974.89,1755.55,Concluída
2167,2024-01-08,2024,1,Impressora Laser,Escritório,Nordeste,Marketplace,Pessoa Física,Bruno,2,1182.09,0.0,2364.18,1775.82,588.35,Concluída
2168,2025-03-30,2025,3,Notebook Pro 14,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Gabriela,1,3918.3,0.08,3604.84,3336.03,268.81,Concluída
2169,2025-08-22,2025,8,Monitor 27,Eletrônicos,Sul,Loja Física,Pessoa Jurídica,Ana,3,1224.35,0.08,3379.21,3116.57,262.64,Concluída
2170,2025-06-30,2025,6,Tablet 10,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Ana,2,1649.56,0.1,2969.21,2522.42,446.79,Concluída
2171,2025-08-22,2025,8,Teclado Mecânico,Acessórios,Sul,E-commerce,Pessoa Física,Eduarda,1,346.6,0.0,346.6,235.96,110.64,Concluída
2172,2025-03-08,2025,3,Monitor 27,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Eduarda,4,1202.54,0.03,4665.84,4100.19,565.65,Concluída
2173,2024-03-19,2024,3,Tablet 10,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Eduarda,3,1515.17,0.08,4181.88,3742.73,439.15,Concluída
2174,2025-05-24,2025,5,Monitor 27,Eletrônicos,Sudeste,Inside Sales,Pessoa Jurídica,Ana,5,1310.56,0.03,6356.2,5362.74,993.46,Concluída
2175,2024-08-30,2024,8,HD Externo 1TB,Acessórios,Sudeste,Loja Física,Pessoa Jurídica,Eduarda,1,401.15,0.03,389.11,301.04,88.07,Concluída
2176,2024-03-07,2024,3,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Ana,4,369.59,0.0,1478.36,933.75,544.62,Concluída
2177,2025-06-13,2025,6,Headset Gamer,Acessórios,Nordeste,Inside Sales,Pessoa Jurídica,Henrique,1,420.17,0.0,0.0,285.78,0.0,Cancelada
2178,2025-07-06,2025,7,Smartphone X,Eletrônicos,Sul,Marketplace,Pessoa Jurídica,Diego,4,3118.04,0.0,12472.17,9081.94,3390.22,Concluída
2179,2024-10-04,2024,10,HD Externo 1TB,Acessórios,Sudeste,Loja Física,Pessoa Física,Gabriela,1,459.45,0.0,459.45,304.48,154.98,Concluída
2180,2024-04-13,2024,4,Teclado Mecânico,Acessórios,Sudeste,Loja Física,Pessoa Física,Eduarda,1,385.74,0.03,374.17,238.61,135.56,Concluída
2181,2025-03-03,2025,3,HD Externo 1TB,Acessórios,Centro-Oeste,Marketplace,Pessoa Física,Ana,3,437.51,0.05,1246.9,862.36,384.54,Concluída
2182,2025-02-15,2025,2,Cadeira Ergonômica,Móveis,Sudeste,E-commerce,Pessoa Física,Gabriela,1,940.48,0.05,0.0,692.7,0.0,Devolvida
2183,2024-09-19,2024,9,Cadeira Ergonômica,Móveis,Sul,E-commerce,Pessoa Física,Felipe,3,965.15,0.08,2663.82,2043.43,620.39,Concluída
2184,2025-07-09,2025,7,Impressora Laser,Escritório,Centro-Oeste,Representante,Pessoa Física,Ana,2,1177.87,0.0,2355.73,1800.33,555.4,Concluída
2185,2025-02-19,2025,2,Notebook Pro 14,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Eduarda,3,3941.25,0.05,11232.56,10480.75,751.81,Concluída
2186,2025-12-06,2025,12,Teclado Mecânico,Acessórios,Sudeste,Loja Física,Pessoa Física,Henrique,1,324.35,0.0,324.35,236.52,87.83,Concluída
2187,2024-08-23,2024,8,Teclado Mecânico,Acessórios,Sul,Inside Sales,Pessoa Física,Felipe,1,354.74,0.0,0.0,231.21,0.0,Cancelada
2188,2024-03-20,2024,3,Webcam Full HD,Acessórios,Norte,E-commerce,Pessoa Física,Diego,1,274.39,0.05,260.67,168.06,92.61,Concluída
2189,2024-02-11,2024,2,HD Externo 1TB,Acessórios,Nordeste,Inside Sales,Pessoa Física,Diego,3,434.15,0.15,0.0,921.37,0.0,Devolvida
2190,2025-02-09,2025,2,Mouse Sem Fio,Acessórios,Sul,Marketplace,Pessoa Física,Henrique,2,200.83,0.0,401.66,217.45,184.22,Concluída
2191,2025-02-14,2025,2,Monitor 27,Eletrônicos,Sul,Loja Física,Pessoa Jurídica,Bruno,4,1178.6,0.15,4007.24,4224.92,-217.67,Concluída
2192,2025-01-14,2025,1,Monitor 27,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Carla,1,1267.29,0.03,1229.27,1032.63,196.64,Concluída
2193,2025-12-14,2025,12,HD Externo 1TB,Acessórios,Sul,Loja Física,Pessoa Jurídica,Bruno,4,448.82,0.0,0.0,1214.67,0.0,Cancelada
2194,2025-05-14,2025,5,Cadeira Ergonômica,Móveis,Sul,Representante,Pessoa Jurídica,Ana,6,862.68,0.08,4761.97,4120.22,641.75,Concluída
2195,2024-05-20,2024,5,Cadeira Ergonômica,Móveis,Sudeste,Marketplace,Pessoa Jurídica,Eduarda,1,992.11,0.1,892.9,688.35,204.54,Concluída
2196,2024-11-11,2024,11,Impressora Laser,Escritório,Sudeste,E-commerce,Pessoa Jurídica,Eduarda,3,1045.94,0.0,3137.83,2736.09,401.74,Concluída
2197,2025-03-02,2025,3,Monitor 27,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Carla,1,1248.93,0.0,1248.93,1045.89,203.04,Concluída
2198,2024-05-07,2024,5,Webcam Full HD,Acessórios,Sul,Loja Física,Pessoa Jurídica,Eduarda,6,268.08,0.1,0.0,961.91,0.0,Devolvida
2199,2025-04-11,2025,4,Notebook Pro 14,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Felipe,2,4061.82,0.05,7717.45,6733.53,983.92,Concluída
2200,2024-10-07,2024,10,Mesa Office,Móveis,Sudeste,E-commerce,Pessoa Jurídica,Carla,5,759.16,0.0,3795.81,3147.64,648.17,Concluída
2201,2025-02-02,2025,2,Notebook Pro 14,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Carla,3,4425.86,0.03,12879.26,10510.21,2369.05,Concluída
2202,2024-08-27,2024,8,Headset Gamer,Acessórios,Sudeste,Loja Física,Pessoa Física,Ana,2,384.55,0.05,730.65,555.21,175.45,Concluída
2203,2025-07-16,2025,7,Tablet 10,Eletrônicos,Sudeste,Representante,Pessoa Jurídica,Eduarda,10,1457.16,0.08,13405.86,13054.82,351.04,Concluída
2204,2024-09-09,2024,9,Mesa Office,Móveis,Centro-Oeste,E-commerce,Pessoa Jurídica,Felipe,3,759.58,0.03,2210.38,1872.99,337.38,Concluída
2205,2024-10-16,2024,10,Smartphone X,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Felipe,1,2943.45,0.03,2855.14,2189.26,665.88,Concluída
2206,2025-06-09,2025,6,Impressora Laser,Escritório,Sudeste,E-commerce,Pessoa Jurídica,Diego,12,1032.89,0.0,12394.63,10471.67,1922.96,Concluída
2207,2024-04-20,2024,4,Monitor 27,Eletrônicos,Nordeste,Loja Física,Pessoa Jurídica,Bruno,6,1391.49,0.0,8348.92,6256.55,2092.37,Concluída
2208,2024-02-13,2024,2,Impressora Laser,Escritório,Norte,Loja Física,Pessoa Jurídica,Carla,5,1050.38,0.03,5094.36,4184.04,910.32,Concluída
2209,2025-01-02,2025,1,Cadeira Ergonômica,Móveis,Nordeste,E-commerce,Pessoa Física,Gabriela,1,931.14,0.08,856.65,731.1,125.56,Concluída
2210,2024-02-03,2024,2,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Felipe,2,2742.85,0.0,5485.71,4294.61,1191.1,Concluída
2211,2025-10-24,2025,10,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Física,Diego,3,386.51,0.05,1101.56,649.58,451.98,Concluída
2212,2025-10-08,2025,10,Tablet 10,Eletrônicos,Nordeste,Inside Sales,Pessoa Jurídica,Felipe,4,1695.46,0.0,6781.83,5184.71,1597.12,Concluída
2213,2025-08-28,2025,8,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Física,Felipe,1,457.24,0.0,457.24,275.63,181.61,Concluída
2214,2025-01-06,2025,1,Mouse Sem Fio,Acessórios,Sudeste,Marketplace,Pessoa Física,Diego,2,163.74,0.03,317.66,209.75,107.9,Concluída
2215,2025-11-07,2025,11,Webcam Full HD,Acessórios,Nordeste,E-commerce,Pessoa Jurídica,Henrique,1,247.41,0.03,0.0,160.39,0.0,Cancelada
2216,2025-07-18,2025,7,Impressora Laser,Escritório,Sudeste,E-commerce,Pessoa Física,Ana,3,1029.13,0.0,3087.4,2625.7,461.7,Concluída
2217,2024-10-29,2024,10,Smartphone X,Eletrônicos,Centro-Oeste,Loja Física,Pessoa Jurídica,Felipe,6,2976.99,0.15,15182.66,13500.43,1682.23,Concluída
2218,2024-01-27,2024,1,Mesa Office,Móveis,Sul,E-commerce,Pessoa Jurídica,Diego,3,846.04,0.08,0.0,1841.6,0.0,Devolvida
2219,2024-11-22,2024,11,Tablet 10,Eletrônicos,Centro-Oeste,E-commerce,Pessoa Jurídica,Diego,10,1769.15,0.0,17691.51,12178.16,5513.35,Concluída
2220,2025-07-22,2025,7,Notebook Pro 14,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Felipe,1,4690.76,0.15,3987.14,3614.87,372.27,Concluída
2221,2025-05-08,2025,5,Cadeira Ergonômica,Móveis,Sudeste,Loja Física,Pessoa Física,Bruno,3,857.88,0.03,2496.42,2046.78,449.64,Concluída
2222,2024-07-18,2024,7,Cadeira Ergonômica,Móveis,Sudeste,Marketplace,Pessoa Jurídica,Eduarda,2,960.3,0.08,1766.95,1407.89,359.06,Concluída
2223,2025-12-20,2025,12,Impressora Laser,Escritório,Sudeste,Representante,Pessoa Jurídica,Eduarda,6,1180.3,0.0,7081.8,5292.3,1789.51,Concluída
2224,2025-03-19,2025,3,Notebook Pro 14,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Felipe,10,4551.75,0.0,45517.47,35355.69,10161.78,Concluída
2225,2025-04-07,2025,4,Impressora Laser,Escritório,Nordeste,Representante,Pessoa Física,Henrique,1,1004.07,0.1,903.67,889.02,14.64,Concluída
2226,2024-04-29,2024,4,Mesa Office,Móveis,Sudeste,Inside Sales,Pessoa Física,Ana,2,755.13,0.0,1510.27,1230.34,279.93,Concluída
2227,2024-09-12,2024,9,Mouse Sem Fio,Acessórios,Sudeste,E-commerce,Pessoa Física,Diego,1,191.75,0.0,191.75,111.23,80.52,Concluída
2228,2025-12-19,2025,12,Headset Gamer,Acessórios,Nordeste,E-commerce,Pessoa Jurídica,Bruno,8,419.11,0.03,3252.33,2265.55,986.78,Concluída
2229,2024-10-30,2024,10,Smartphone X,Eletrônicos,Nordeste,Representante,Pessoa Jurídica,Carla,6,2872.83,0.0,17236.95,12562.51,4674.44,Concluída
2230,2025-10-13,2025,10,Impressora Laser,Escritório,Sudeste,Marketplace,Pessoa Física,Ana,2,1162.52,0.08,2139.04,1698.29,440.75,Concluída
2231,2025-03-26,2025,3,Tablet 10,Eletrônicos,Sudeste,Representante,Pessoa Física,Bruno,1,1446.34,0.0,1446.34,1234.88,211.47,Concluída
2232,2025-02-21,2025,2,Teclado Mecânico,Acessórios,Sudeste,Inside Sales,Pessoa Física,Diego,2,386.2,0.03,749.22,472.13,277.1,Concluída
2233,2024-07-24,2024,7,Tablet 10,Eletrônicos,Nordeste,Marketplace,Pessoa Jurídica,Gabriela,2,1604.06,0.03,0.0,2686.79,0.0,Cancelada
2234,2025-12-03,2025,12,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Diego,3,2536.73,0.05,7229.68,6804.14,425.54,Concluída
2235,2024-03-12,2024,3,Impressora Laser,Escritório,Sul,Loja Física,Pessoa Física,Gabriela,1,1214.61,0.03,1178.17,842.24,335.93,Concluída
2236,2024-05-13,2024,5,Tablet 10,Eletrônicos,Centro-Oeste,E-commerce,Pessoa Física,Bruno,2,1525.13,0.0,3050.25,2438.25,612.0,Concluída
